Species	Phylum	Order	Genus	TaxID	B12 synthesis	DMB synthesis	B7 synthesis	B3 synthesis	PABA synthesis
Nitrosococcus watsonii	Proteobacteria	Chromatiales	Nitrosococcus	473531	0	0	1	1	1
Selenomonas sp. FOBRC6	Firmicutes	Selenomonadales	Selenomonas	936572	1	0	0	0	0
Selenomonas sp. FOBRC9	Firmicutes	Selenomonadales	Selenomonas	936573	1	0	0	0	0
Halocynthiibacter namhaensis	Proteobacteria	Rhodobacterales	Halocynthiibacter	1290553	1	1	0	0	1
Acetobacterium bakii	Firmicutes	Clostridiales	Acetobacterium	52689	1	1	0	1	1
Streptococcus sp. ACS2	Firmicutes	Lactobacillales	Streptococcus	936576	0	0	0	0	0
Streptococcus sp. AS14	Firmicutes	Lactobacillales	Streptococcus	936577	1	0	0	0	0
Prevotella sp. S7 MS 2	Bacteroidetes	Bacteroidales	Prevotella	1287488	1	0	0	0	0
Streptomyces sviceus	Actinobacteria	Streptomycetales	Streptomyces	285530	1	0	0	1	0
Paenibacillus sp. HGF7	Firmicutes	Bacillales	Paenibacillus	944559	1	1	1	1	1
Enterobacter sp. MGH 14	Proteobacteria	Enterobacteriales	Enterobacter	1329823	0	0	1	1	1
Enterobacter sp. MGH 15	Proteobacteria	Enterobacteriales	Enterobacter	1329824	0	0	1	1	1
Geofilum rubicundum JCM 15548	Bacteroidetes	Bacteroidales	Geofilum	1236989	0	0	0	1	0
Enterobacter sp. MGH 22	Proteobacteria	Enterobacteriales	Enterobacter	1329826	0	0	1	1	1
Enterobacter sp. MGH 23	Proteobacteria	Enterobacteriales	Enterobacter	1329827	0	0	1	1	1
Enterobacter sp. MGH 24	Proteobacteria	Enterobacteriales	Enterobacter	1329828	0	0	1	1	1
Enterobacter sp. MGH 25	Proteobacteria	Enterobacteriales	Enterobacter	1329829	0	0	1	1	1
Serratia sp. M24T3	Proteobacteria	Enterobacteriales	Serratia	932213	0	0	1	1	1
Ferrimicrobium acidiphilum	Actinobacteria	Acidimicrobiales	Ferrimicrobium	121039	0	1	0	1	1
Fusobacterium sp. CM21	Fusobacteria	Fusobacteriales	Fusobacterium	936562	1	0	1	1	1
Rhizobium sp. NT-26	Proteobacteria	Rhizobiales	Rhizobium	1125847	1	0	0	0	1
Limnochorda pilosa	Firmicutes	Limnochordales	Limnochorda	1555112	0	0	0	0	1
Colwellia piezophila	Proteobacteria	Alteromonadales	Colwellia	211668	0	0	1	1	1
Psychromonas hadalis	Proteobacteria	Alteromonadales	Psychromonas	211669	1	1	1	1	1
Campylobacter gracilis	Proteobacteria	Campylobacterales	Campylobacter	824	0	0	0	0	1
Campylobacter ureolyticus	Proteobacteria	Campylobacterales	Campylobacter	827	0	0	0	0	0
Sebaldella termitidis	Fusobacteria	Fusobacteriales	Sebaldella	826	1	0	0	0	0
Bacteroides vulgatus	Bacteroidetes	Bacteroidales	Bacteroides	821	1	0	1	1	0
Bacteroides uniformis	Bacteroidetes	Bacteroidales	Bacteroides	820	1	0	1	1	0
Parabacteroides distasonis	Bacteroidetes	Bacteroidales	Parabacteroides	823	1	0	1	0	0
Nitrosomonas cryotolerans	Proteobacteria	Nitrosomonadales	Nitrosomonas	44575	0	1	1	1	1
Nitrosomonas communis	Proteobacteria	Nitrosomonadales	Nitrosomonas	44574	0	1	1	1	1
Nitrosomonas ureae	Proteobacteria	Nitrosomonadales	Nitrosomonas	44577	0	0	1	1	0
Sphingomonas sp. Leaf230	Proteobacteria	Sphingomonadales	Sphingomonas	1735694	1	1	1	1	0
Sphingomonas sp. Leaf28	Proteobacteria	Sphingomonadales	Sphingomonas	1735695	1	1	1	1	0
Sphingomonas sp. Leaf25	Proteobacteria	Sphingomonadales	Sphingomonas	1735692	0	0	1	1	0
Sphingobium sp. Leaf26	Proteobacteria	Sphingomonadales	Sphingobium	1735693	0	0	1	1	0
Sphingomonas sp. Leaf24	Proteobacteria	Sphingomonadales	Sphingomonas	1735690	0	0	1	1	0
Sphingomonas sp. Leaf226	Proteobacteria	Sphingomonadales	Sphingomonas	1735691	1	1	1	1	0
Lactobacillus fabifermentans	Firmicutes	Lactobacillales	Lactobacillus	483011	0	0	0	0	0
Burkholderia mimosarum	Proteobacteria	Burkholderiales	Burkholderia	312026	1	1	1	1	0
Herbaspirillum rubrisubalbicans	Proteobacteria	Burkholderiales	Herbaspirillum	80842	1	1	1	1	0
Oerskovia turbata	Actinobacteria	Micrococcales	Oerskovia	1713	0	0	0	1	0
Cellulomonas flavigena	Actinobacteria	Micrococcales	Cellulomonas	1711	0	0	0	1	0
Cellulosimicrobium cellulans	Actinobacteria	Micrococcales	Cellulosimicrobium	1710	0	1	0	1	1
Corynebacterium diphtheriae	Actinobacteria	Corynebacteriales	Corynebacterium	1717	1	0	1	1	0
Corynebacterium pseudotuberculosis	Actinobacteria	Corynebacteriales	Corynebacterium	1719	1	0	1	0	0
Corynebacterium glutamicum	Actinobacteria	Corynebacteriales	Corynebacterium	1718	0	0	0	1	0
Blastococcus saxobsidens	Actinobacteria	Geodermatophilales	Blastococcus	138336	1	1	0	1	0
Paenibacillus assamensis	Firmicutes	Bacillales	Paenibacillus	311244	0	0	1	1	1
Roseiflexus sp. RS-1	Chloroflexi	Chloroflexales	Roseiflexus	357808	1	0	0	1	1
Acinetobacter johnsonii	Proteobacteria	Pseudomonadales	Acinetobacter	40214	0	0	1	1	1
Acinetobacter junii	Proteobacteria	Pseudomonadales	Acinetobacter	40215	0	0	1	1	1
Acinetobacter radioresistens	Proteobacteria	Pseudomonadales	Acinetobacter	40216	0	0	0	1	1
Thermincola potens	Firmicutes	Clostridiales	Thermincola	863643	1	1	0	0	1
Enterococcus avium	Firmicutes	Lactobacillales	Enterococcus	33945	0	0	0	0	1
Brevibacillus thermoruber	Firmicutes	Bacillales	Brevibacillus	33942	1	1	0	0	1
Kyrpidia tusciae	Firmicutes	Bacillales	Kyrpidia	33943	1	1	1	1	1
Streptomyces sp. NRRL S-455	Actinobacteria	Streptomycetales	Streptomyces	1463908	0	0	0	0	0
Streptomyces sp. NRRL S-337	Actinobacteria	Streptomycetales	Streptomyces	1463900	1	1	1	0	0
Streptomyces sp. NRRL S-340	Actinobacteria	Streptomycetales	Streptomyces	1463901	1	1	0	1	0
Streptomyces sp. NRRL S-350	Actinobacteria	Streptomycetales	Streptomyces	1463902	1	1	1	1	0
Solirubrobacter soli	Actinobacteria	Solirubrobacterales	Solirubrobacter	363832	1	0	1	1	1
Streptomyces sp. NRRL S-378	Actinobacteria	Streptomycetales	Streptomyces	1463904	1	1	0	1	0
Streptomyces sp. NRRL S-384	Actinobacteria	Streptomycetales	Streptomyces	1463905	1	1	0	1	0
Brevibacillus massiliensis	Firmicutes	Bacillales	Brevibacillus	1118054	1	1	1	1	1
Thiomonas intermedia	Proteobacteria	Burkholderiales	Thiomonas	926	0	0	0	1	0
Rudaea cellulosilytica	Proteobacteria	Xanthomonadales	Rudaea	540746	0	0	1	0	0
Actinomyces radicidentis	Actinobacteria	Actinomycetales	Actinomyces	111015	0	0	0	1	0
Synechococcus sp. KORDI-49	Cyanobacteria	Chroococcales	Synechococcus	585423	1	0	1	1	1
Flavobacteriaceae bacterium 3519-10	Bacteroidetes	Flavobacteriales	root	531844	0	0	0	1	0
Enterobacter sp. E20	Proteobacteria	Enterobacteriales	Enterobacter	1560339	0	0	1	1	1
Inquilinus limosus	Proteobacteria	Rhodospirillales	Inquilinus	171674	1	1	1	1	1
Adhaeribacter aquaticus	Bacteroidetes	Cytophagales	Adhaeribacter	299567	0	0	1	0	0
Enterovibrio norvegicus	Proteobacteria	Vibrionales	Enterovibrio	188144	0	0	1	1	1
Hyalangium minutum	Proteobacteria	Myxococcales	Hyalangium	394096	0	1	1	1	1
Nostoc punctiforme	Cyanobacteria	Nostocales	Nostoc	272131	1	0	1	1	0
Bhargavaea cecembensis	Firmicutes	Bacillales	Bhargavaea	394098	0	0	0	0	1
Thiovulum sp. ES	Proteobacteria	Campylobacterales	Thiovulum	1177931	0	0	1	1	0
Kouleothrix aurantiaca	Chloroflexi	root	Kouleothrix	186479	0	0	0	0	0
Bacillus sp. L_1B0_12	Firmicutes	Bacillales	Bacillus	1617024	0	0	0	1	1
Desulfosporosinus sp. I2	Firmicutes	Clostridiales	Desulfosporosinus	1617025	1	1	1	1	1
Rhizobium sp. Leaf262	Proteobacteria	Rhizobiales	Rhizobium	1736312	1	1	0	0	0
Frigoribacterium sp. Leaf263	Actinobacteria	Micrococcales	Frigoribacterium	1736313	0	0	0	0	0
Rhodococcus sp. Leaf258	Actinobacteria	Corynebacteriales	Rhodococcus	1736310	1	1	0	1	0
Curtobacterium sp. Leaf261	Actinobacteria	Micrococcales	Curtobacterium	1736311	0	0	0	1	0
Pseudorhodoferax sp. Leaf267	Proteobacteria	Burkholderiales	Pseudorhodoferax	1736316	0	0	0	0	1
Aeromicrobium sp. Leaf272	Actinobacteria	Propionibacteriales	Aeromicrobium	1736317	1	1	0	1	0
Leifsonia sp. Leaf264	Actinobacteria	Micrococcales	Leifsonia	1736314	0	0	0	0	0
Pseudorhodoferax sp. Leaf265	Proteobacteria	Burkholderiales	Pseudorhodoferax	1736315	1	1	0	0	0
Pelotomaculum thermopropionicum	Firmicutes	Clostridiales	Pelotomaculum	110500	1	1	0	1	1
Pseudorhodoferax sp. Leaf274	Proteobacteria	Burkholderiales	Pseudorhodoferax	1736318	0	1	0	0	0
Rhodococcus sp. Leaf278	Actinobacteria	Corynebacteriales	Rhodococcus	1736319	1	1	1	1	0
Mycobacterium heckeshornense	Actinobacteria	Corynebacteriales	Mycobacterium	110505	1	1	1	1	0
Clostridium carboxidivorans	Firmicutes	Clostridiales	Clostridium	217159	1	0	0	1	0
Rhizobiales bacterium HL-109	Proteobacteria	Rhizobiales	root	1653334	1	0	0	0	1
Spirochaeta cellobiosiphila	Spirochaetes	Spirochaetales	Spirochaeta	504483	1	0	0	1	1
Enterococcus villorum	Firmicutes	Lactobacillales	Enterococcus	112904	0	0	0	0	0
Jejuia pallidilutea	Bacteroidetes	Flavobacteriales	Jejuia	504487	0	0	0	1	1
Cellulomonas gilvus	Actinobacteria	Micrococcales	Cellulomonas	11	0	0	0	1	1
Butyrivibrio sp. NC2007	Firmicutes	Clostridiales	Butyrivibrio	1280683	0	0	0	0	0
Butyrivibrio sp. LC3010	Firmicutes	Clostridiales	Butyrivibrio	1280680	0	0	0	0	0
Butyrivibrio sp. WCD2001	Firmicutes	Clostridiales	Butyrivibrio	1280681	0	0	0	0	0
Methylosarcina fibrata	Proteobacteria	Methylococcales	Methylosarcina	105972	0	1	1	1	1
Butyrivibrio sp. FCS006	Firmicutes	Clostridiales	Butyrivibrio	1280684	0	0	0	0	0
Butyrivibrio sp. NC3005	Firmicutes	Clostridiales	Butyrivibrio	1280685	1	0	0	1	0
Pelobacter carbinolicus	Proteobacteria	Desulfuromonadales	Pelobacter	19	1	1	1	1	1
Marinobacter manganoxydans	Proteobacteria	Alteromonadales	Marinobacter	1150997	0	0	0	0	1
Arthrobacter sp. M2012083	Actinobacteria	Micrococcales	Arthrobacter	1197706	0	0	1	1	0
Bacillus sp. CHD6a	Firmicutes	Bacillales	Bacillus	1643452	0	0	0	1	1
Devosia sp. H5989	Proteobacteria	Rhizobiales	Devosia	1643450	1	0	0	1	0
Sphingobacterium sp. Ag1	Bacteroidetes	Sphingobacteriales	Sphingobacterium	1643451	0	0	1	1	1
Burkholderia nodosa	Proteobacteria	Burkholderiales	Burkholderia	392320	1	1	1	1	0
Nonomuraea candida	Actinobacteria	Streptosporangiales	Nonomuraea	359159	1	0	0	1	0
Thermanaerothrix daxensis	Chloroflexi	Anaerolineales	Thermanaerothrix	869279	0	0	0	0	1
Bizionia argentinensis	Bacteroidetes	Flavobacteriales	Bizionia	456455	0	0	0	0	1
Peptostreptococcus sp. MV1	Firmicutes	Clostridiales	Peptostreptococcus	1219626	1	0	0	1	0
Xanthomonas vesicatoria	Proteobacteria	Xanthomonadales	Xanthomonas	56460	0	0	1	0	0
Shewanella sp. YQH10	Proteobacteria	Alteromonadales	Shewanella	1515746	0	0	1	1	1
Agromyces italicus	Actinobacteria	Micrococcales	Agromyces	279572	0	0	0	1	0
Jannaschia seosinensis	Proteobacteria	Rhodobacterales	Jannaschia	313367	1	0	0	0	1
Methyloversatilis discipulorum	Proteobacteria	Rhodocyclales	Methyloversatilis	1119528	0	1	1	1	0
Nocardioides sp. Soil774	Actinobacteria	Propionibacteriales	Nocardioides	1736408	0	0	0	1	0
Hirschia maritima	Proteobacteria	Rhodobacterales	Hirschia	1121961	0	0	1	1	0
Halomonas zhanjiangensis	Proteobacteria	Oceanospirillales	Halomonas	1121960	1	1	1	1	1
Austwickia chelonae	Actinobacteria	Micrococcales	Austwickia	100225	1	1	1	1	0
Nitratireductor pacificus	Proteobacteria	Rhizobiales	Nitratireductor	1231180	1	1	0	0	0
Campylobacter lari	Proteobacteria	Campylobacterales	Campylobacter	201	0	0	1	0	0
Campylobacter curvus	Proteobacteria	Campylobacterales	Campylobacter	200	0	0	0	0	0
Campylobacter rectus	Proteobacteria	Campylobacterales	Campylobacter	203	0	0	0	0	0
Campylobacter mucosalis	Proteobacteria	Campylobacterales	Campylobacter	202	0	0	0	0	0
Campylobacter showae	Proteobacteria	Campylobacterales	Campylobacter	204	0	0	0	0	0
marine gamma proteobacterium HTCC2148	Proteobacteria	Cellvibrionales	root	247634	0	0	1	1	1
Synechococcus sp. PCC 7002	Cyanobacteria	Chroococcales	Synechococcus	32049	0	0	1	1	0
marine gamma proteobacterium HTCC2080	Proteobacteria	Cellvibrionales	root	247639	0	0	0	1	1
Magnetospirillum gryphiswaldense	Proteobacteria	Rhodospirillales	Magnetospirillum	55518	1	1	1	1	1
Rubritepida flocculans	Proteobacteria	Rhodospirillales	Rubritepida	182403	0	0	0	0	0
Vibrio sp. JCM 19236	Proteobacteria	Vibrionales	Vibrio	1481926	0	1	1	1	1
Georgenia sp. SUBG003	Actinobacteria	Micrococcales	Georgenia	1497974	0	0	0	0	1
Polynucleobacter necessarius	Proteobacteria	Burkholderiales	Polynucleobacter	576610	0	0	1	1	1
Rheinheimera nanhaiensis	Proteobacteria	Chromatiales	Rheinheimera	1163621	0	0	1	1	1
Rhizobium sp. Root268	Proteobacteria	Rhizobiales	Rhizobium	1736506	1	1	0	1	1
Candidatus Alistipes marseilloanorexicus	Bacteroidetes	Bacteroidales	Alistipes	1470347	0	0	1	1	0
Candidatus Bacteroides timonensis	Bacteroidetes	Bacteroidales	Bacteroides	1470345	1	0	1	0	0
Clostridiaceae bacterium GM1	Firmicutes	Clostridiales	root	1585974	0	0	0	0	0
Paenibacillus sp. Soil766	Firmicutes	Bacillales	Paenibacillus	1736404	0	0	0	1	1
Chryseobacterium palustre	Bacteroidetes	Flavobacteriales	Chryseobacterium	493376	0	0	0	1	0
Bacillus sp. Soil768D1	Firmicutes	Bacillales	Bacillus	1736405	1	1	1	1	1
Xenorhabdus sp. NBAII XenSa04	Proteobacteria	Enterobacteriales	Xenorhabdus	1429873	1	0	1	0	1
Janthinobacterium sp. Ant5-2-1	Proteobacteria	Burkholderiales	Janthinobacterium	1755239	0	0	0	0	0
Fusobacterium sp. OBRC1	Fusobacteria	Fusobacteriales	Fusobacterium	1032505	1	0	1	1	1
Mizugakiibacter sediminis	Proteobacteria	Xanthomonadales	Mizugakiibacter	1475481	0	0	1	1	1
Streptomyces sp. C	Actinobacteria	Streptomycetales	Streptomyces	253839	1	1	0	1	0
Prevotella baroniae	Bacteroidetes	Bacteroidales	Prevotella	305719	0	0	0	1	0
Delftia sp. ZNC0008	Proteobacteria	Burkholderiales	Delftia	1339242	1	1	1	0	0
Methylobacterium sp. ZNC0032	Proteobacteria	Rhizobiales	Methylobacterium	1339244	1	1	0	0	1
Meiothermus cerbereus	Deinococcus-Thermus	Thermales	Meiothermus	65552	0	0	0	0	1
Chryseobacterium sp. StRB126	Bacteroidetes	Flavobacteriales	Chryseobacterium	878220	0	0	1	1	0
Sediminibacterium sp. C3	Bacteroidetes	Sphingobacteriales	Sediminibacterium	1267211	0	0	0	0	1
Desulfocapsa sulfexigens	Proteobacteria	Desulfobacterales	Desulfocapsa	65555	1	0	1	1	0
Oceanospirillum maris	Proteobacteria	Oceanospirillales	Oceanospirillum	64977	1	0	1	1	1
Oceanospirillum beijerinckii	Proteobacteria	Oceanospirillales	Oceanospirillum	64976	1	1	1	1	1
Marinospirillum minutulum	Proteobacteria	Oceanospirillales	Marinospirillum	64974	0	0	1	1	1
Terasakiella pusilla	Proteobacteria	Rhizobiales	Terasakiella	64973	1	1	1	1	1
Spiroplasma eriocheiris	Tenericutes	Entomoplasmatales	Spiroplasma	315358	0	0	0	0	0
Marinobacterium jannaschii	Proteobacteria	Oceanospirillales	Marinobacterium	64970	1	1	1	1	1
Sulfurospirillum sp. SCADC	Proteobacteria	Campylobacterales	Sulfurospirillum	1537915	0	0	1	1	1
Sulfuricurvum sp. MLSB	Proteobacteria	Campylobacterales	Sulfuricurvum	1537917	0	1	0	1	0
Xanthomonas sp. Mitacek01	Proteobacteria	Xanthomonadales	Xanthomonas	1732019	0	0	1	0	0
Photobacterium ganghwense	Proteobacteria	Vibrionales	Photobacterium	320778	0	0	1	1	1
Glaciecola sp. HTCC2999	Proteobacteria	Alteromonadales	Glaciecola	455436	0	0	1	1	1
Burkholderia sp. SJ98	Proteobacteria	Burkholderiales	Burkholderia	406819	1	1	1	1	0
Shewanella sp. ANA-3	Proteobacteria	Alteromonadales	Shewanella	94122	0	0	1	1	1
Mycobacterium lentiflavum	Actinobacteria	Corynebacteriales	Mycobacterium	141349	1	1	0	1	0
Aquabacterium sp. NJ1	Proteobacteria	Burkholderiales	Aquabacterium	1538295	0	0	1	1	0
Micromonospora sp. HK10	Actinobacteria	Micromonosporales	Micromonospora	1538294	0	0	0	1	0
Thermobacillus composti	Firmicutes	Bacillales	Thermobacillus	377615	0	0	0	1	1
Shewanella sp. HN-41	Proteobacteria	Alteromonadales	Shewanella	327275	0	0	1	1	1
Chryseobacterium koreense	Bacteroidetes	Flavobacteriales	Chryseobacterium	232216	0	0	0	1	0
Modestobacter marinus	Actinobacteria	Geodermatophilales	Modestobacter	477641	1	0	0	1	0
Thermithiobacillus tepidarius	Proteobacteria	Acidithiobacillales	Thermithiobacillus	929	0	0	1	0	1
Candidatus Accumulibacter sp. BA-91	Proteobacteria	root	Candidatus Accumulibacter	1454002	0	1	1	0	0
Starkeya novella	Proteobacteria	Rhizobiales	Starkeya	921	1	1	0	1	1
Octadecabacter arcticus	Proteobacteria	Rhodobacterales	Octadecabacter	53946	1	1	0	0	1
Dermabacter hominis	Actinobacteria	Micrococcales	Dermabacter	36740	0	0	0	0	0
Pseudomonas cichorii	Proteobacteria	Pseudomonadales	Pseudomonas	36746	1	1	1	1	1
Clostridium saccharoperbutylacetonicum	Firmicutes	Clostridiales	Clostridium	36745	1	0	0	1	1
Halothiobacillus neapolitanus	Proteobacteria	Chromatiales	Halothiobacillus	927	0	0	1	1	1
Shewanella baltica	Proteobacteria	Alteromonadales	Shewanella	62322	0	0	1	1	1
Sphingomonas sp. SKA58	Proteobacteria	Sphingomonadales	Sphingomonas	314266	0	0	1	1	0
Shewanella haliotis	Proteobacteria	Alteromonadales	Shewanella	418642	0	1	0	0	1
Lactobacillus saniviri	Firmicutes	Lactobacillales	Lactobacillus	931533	0	0	0	0	0
Chryseobacterium taiwanense	Bacteroidetes	Flavobacteriales	Chryseobacterium	363331	0	0	1	1	0
Staphylococcus argenteus	Firmicutes	Bacillales	Staphylococcus	985002	0	0	1	0	1
Candidatus Accumulibacter sp. BA-94	Proteobacteria	root	Candidatus Accumulibacter	1454005	0	0	1	1	0
Xanthomonas fragariae	Proteobacteria	Xanthomonadales	Xanthomonas	48664	0	0	1	0	0
Bacillus sp. WP8	Firmicutes	Bacillales	Bacillus	756828	0	0	0	1	1
Clostridium nexile CAG:348	Firmicutes	Clostridiales	Clostridium	1263069	0	0	0	1	0
Clostridium leptum CAG:27	Firmicutes	Clostridiales	Clostridium	1263068	0	0	0	1	0
Escherichia sp. KTE52	Proteobacteria	Enterobacteriales	Escherichia	1182659	0	0	1	1	1
Blautia hydrogenotrophica CAG:147	Firmicutes	Clostridiales	Blautia	1263061	1	0	0	0	1
Clostridium bartlettii CAG:1329	Firmicutes	Clostridiales	Clostridium	1263063	1	0	0	1	1
Clostridium clostridioforme CAG:132	Firmicutes	Clostridiales	Clostridium	1263065	1	0	0	1	0
Clostridium bolteae CAG:59	Firmicutes	Clostridiales	Clostridium	1263064	1	0	0	1	0
Clostridium hathewayi CAG:224	Firmicutes	Clostridiales	Clostridium	1263067	1	0	0	0	0
Clostridium clostridioforme CAG:511	Firmicutes	Clostridiales	Clostridium	1263066	0	0	0	1	0
Methylobacterium sp. GXF4	Proteobacteria	Rhizobiales	Methylobacterium	1096546	1	1	1	1	1
Thauera sp. MZ1T	Proteobacteria	Rhodocyclales	Thauera	85643	1	1	0	1	0
Pedobacter cryoconitis	Bacteroidetes	Sphingobacteriales	Pedobacter	188932	0	0	1	1	1
Desulfovibrio fairfieldensis	Proteobacteria	Desulfovibrionales	Desulfovibrio	44742	1	1	1	1	1
Leptotrichia hofstadii	Fusobacteria	Fusobacteriales	Leptotrichia	157688	1	0	0	0	0
Leptotrichia wadei	Fusobacteria	Fusobacteriales	Leptotrichia	157687	1	0	0	1	0
Clostridium sp. MSTE9	Firmicutes	Clostridiales	Clostridium	1105031	0	0	0	0	0
Atopobium sp. ICM58	Actinobacteria	Coriobacteriales	Atopobium	1105030	0	0	0	0	0
Cyanobacterium aponinum	Cyanobacteria	Chroococcales	Cyanobacterium	379064	1	0	1	1	0
Streptomyces bingchenggensis	Actinobacteria	Streptomycetales	Streptomyces	379067	1	1	0	1	0
Haemophilus pittmaniae HK 85	Proteobacteria	Pasteurellales	Haemophilus	1035188	0	0	0	0	0
Rhodanobacter sp. 115	Proteobacteria	Xanthomonadales	Rhodanobacter	1162282	0	0	1	1	1
Peptostreptococcaceae bacterium CM5	Firmicutes	Clostridiales	root	796940	1	0	0	0	0
Orientia tsutsugamushi	Proteobacteria	Rickettsiales	Orientia	784	0	0	0	0	0
Rickettsia conorii	Proteobacteria	Rickettsiales	Rickettsia	781	0	0	0	0	0
Rickettsia rickettsii	Proteobacteria	Rickettsiales	Rickettsia	783	0	0	0	0	0
Rhodococcus sp. 311R	Actinobacteria	Corynebacteriales	Rhodococcus	1617904	0	0	0	0	0
Bifidobacterium merycicum	Actinobacteria	Bifidobacteriales	Bifidobacterium	78345	0	0	0	1	0
Bifidobacterium gallinarum	Actinobacteria	Bifidobacteriales	Bifidobacterium	78344	0	0	0	0	0
Bifidobacterium ruminantium	Actinobacteria	Bifidobacteriales	Bifidobacterium	78346	0	0	0	1	0
Bifidobacterium boum	Actinobacteria	Bifidobacteriales	Bifidobacterium	78343	0	0	0	1	0
Alicycliphilus sp. CRZ1	Proteobacteria	Burkholderiales	Alicycliphilus	1200791	0	0	1	1	0
Serratia nematodiphila	Proteobacteria	Enterobacteriales	Serratia	458197	0	0	1	1	1
Carnobacterium sp. CP1	Firmicutes	Lactobacillales	Carnobacterium	1564681	0	0	0	0	0
Lactococcus sp. DD01	Firmicutes	Lactobacillales	Lactococcus	1776443	0	0	0	0	0
Oceanibulbus indolifex	Proteobacteria	Rhodobacterales	Oceanibulbus	225422	1	1	0	1	1
Hirschia baltica	Proteobacteria	Rhodobacterales	Hirschia	2724	0	0	1	1	0
alpha proteobacterium RS24	Proteobacteria	root	root	1397666	0	0	1	1	1
Saccharothrix sp. ST-888	Actinobacteria	Pseudonocardiales	Saccharothrix	1427391	1	1	0	1	0
Burkholderiales bacterium GJ-E10	Proteobacteria	Burkholderiales	root	1469502	0	0	1	1	0
Sphingobium sp. MI1205	Proteobacteria	Sphingomonadales	Sphingobium	407020	1	1	1	1	0
Bradyrhizobium sp. YR681	Proteobacteria	Rhizobiales	Bradyrhizobium	1144344	1	1	0	1	0
Herbaspirillum sp. YR522	Proteobacteria	Burkholderiales	Herbaspirillum	1144342	1	1	0	1	0
Phyllobacterium sp. YR531	Proteobacteria	Rhizobiales	Phyllobacterium	1144343	1	1	0	1	0
Pseudomonas sp. GM84	Proteobacteria	Pseudomonadales	Pseudomonas	1144340	1	1	1	1	1
Pantoea sp. YR343	Proteobacteria	Enterobacteriales	Pantoea	1144341	0	0	1	1	1
Clostridium algidicarnis	Firmicutes	Clostridiales	Clostridium	37659	1	0	0	0	0
Variovorax paradoxus	Proteobacteria	Burkholderiales	Variovorax	34073	1	1	1	1	1
Vibrio rumoiensis	Proteobacteria	Vibrionales	Vibrio	76258	0	0	1	1	1
Nocardia pneumoniae	Actinobacteria	Corynebacteriales	Nocardia	228601	1	1	1	1	0
Gemella haemolysans	Firmicutes	Bacillales	Gemella	1379	0	0	0	0	0
Cupriavidus sp. SK-4	Proteobacteria	Burkholderiales	Cupriavidus	574750	0	0	1	1	0
Rheinheimera sp. A13L	Proteobacteria	Chromatiales	Rheinheimera	506534	0	0	1	1	1
Sphingomonas sp. Leaf208	Proteobacteria	Sphingomonadales	Sphingomonas	1735679	1	1	1	1	0
Ideonella sakaiensis	Proteobacteria	Burkholderiales	Ideonella	1547922	0	0	0	1	0
Bradyrhizobium sp. SEMIA 6148	Proteobacteria	Rhizobiales	Bradyrhizobium	312253	1	1	1	1	0
Gillisia sp. JM1	Bacteroidetes	Flavobacteriales	Gillisia	1283286	0	0	1	0	1
Bacillus azotoformans	Firmicutes	Bacillales	Bacillus	1454	1	0	1	1	0
Bacillus badius	Firmicutes	Bacillales	Bacillus	1455	1	0	0	1	1
[Clostridium] viride	Firmicutes	Clostridiales	Ruminiclostridium	47246	0	0	1	1	0
Paenibacillus amylolyticus	Firmicutes	Bacillales	Paenibacillus	1451	1	0	0	1	1
Bacillus atrophaeus	Firmicutes	Bacillales	Bacillus	1452	0	0	1	1	1
Chitinimonas koreensis	Proteobacteria	Burkholderiales	Chitinimonas	356302	0	0	1	1	0
Tolumonas sp. BRL6-1	Proteobacteria	Aeromonadales	Tolumonas	1283284	0	0	1	1	1
Aquimarina megaterium	Bacteroidetes	Flavobacteriales	Aquimarina	1443666	1	1	1	1	1
Gulbenkiania indica	Proteobacteria	Neisseriales	Gulbenkiania	375574	0	0	1	1	1
Streptomyces pluripotens	Actinobacteria	Streptomycetales	Streptomyces	1355015	1	1	0	1	0
Aeromonas fluvialis	Proteobacteria	Aeromonadales	Aeromonas	591962	0	0	1	1	1
Microbacterium hydrocarbonoxydans	Actinobacteria	Micrococcales	Microbacterium	273678	0	0	0	1	1
Spiroplasma turonicum	Tenericutes	Entomoplasmatales	Spiroplasma	216946	0	0	0	0	0
Microbacterium oleivorans	Actinobacteria	Micrococcales	Microbacterium	273677	0	0	0	1	1
Alkanindiges illinoisensis	Proteobacteria	Pseudomonadales	Alkanindiges	197183	0	0	0	1	1
OM182 bacterium BACL3 MAG-120619-bin3	Proteobacteria	root	root	1655593	0	0	0	1	1
Geobacter daltonii	Proteobacteria	Desulfuromonadales	Geobacter	1203471	1	1	1	1	0
Rhodobacter sp. BACL10 MAG-120910-bin24	Proteobacteria	Rhodobacterales	Rhodobacter	1655597	1	0	0	0	1
Shewanella sp. Sh95	Proteobacteria	Alteromonadales	Shewanella	1689868	0	0	1	1	1
Desulfovibrio termitidis	Proteobacteria	Desulfovibrionales	Desulfovibrio	42252	1	1	1	1	0
Thiomonas sp. CB2	Proteobacteria	Burkholderiales	Thiomonas	554131	0	0	1	1	0
Streptomyces sp. CNB091	Actinobacteria	Streptomycetales	Streptomyces	1169156	1	1	1	1	0
Streptomyces sp. CNQ766	Actinobacteria	Streptomycetales	Streptomyces	1169157	0	1	0	0	0
