Species	Phylum	Order	Genus	TaxID	B12 synthesis	DMB synthesis	B7 synthesis	B3 synthesis	PABA synthesis
Streptomyces sp. CNT372	Actinobacteria	Streptomycetales	Streptomyces	1169154	1	1	0	1	0
Streptomyces sp. CNT302	Actinobacteria	Streptomycetales	Streptomyces	1169155	0	1	0	1	0
Nocardia sp. CNY236	Actinobacteria	Corynebacteriales	Nocardia	1169152	1	1	1	1	0
Nocardiopsis sp. CNS639	Actinobacteria	Streptosporangiales	Nocardiopsis	1169153	1	1	1	1	0
Micromonospora sp. CNB394	Actinobacteria	Micromonosporales	Micromonospora	1169151	0	0	1	1	0
Streptomyces sp. CNS615	Actinobacteria	Streptomycetales	Streptomyces	1169158	0	1	0	1	0
Streptomyces sp. CNY228	Actinobacteria	Streptomycetales	Streptomyces	1169159	0	1	0	0	0
Streptomyces sp. FXJ7.023	Actinobacteria	Streptomycetales	Streptomyces	579932	1	0	0	0	0
Geobacter sp. OR-1	Proteobacteria	Desulfuromonadales	Geobacter	1266765	1	1	1	1	0
Prevotella paludivivens	Bacteroidetes	Bacteroidales	Prevotella	185294	0	0	0	1	0
Prevotella oryzae	Bacteroidetes	Bacteroidales	Prevotella	185293	0	0	0	1	0
Burkholderia terrestris	Proteobacteria	Burkholderiales	Burkholderia	1226301	1	1	1	1	0
Streptococcus sp. A12	Firmicutes	Lactobacillales	Streptococcus	1759399	0	0	0	0	0
Betaproteobacteria bacterium SG8_40	Proteobacteria	root	root	1703389	0	0	1	1	0
Anaerolineae bacterium SM23_84	Chloroflexi	root	root	1703388	0	1	0	0	0
Williamsia sp. D3	Actinobacteria	Corynebacteriales	Williamsia	1313067	1	0	1	1	0
Porphyromonas uenonis	Bacteroidetes	Bacteroidales	Porphyromonas	281920	1	0	1	1	0
Acidithiobacillales bacterium SG8_45	Proteobacteria	Acidithiobacillales	root	1703383	0	0	1	0	1
Acidithiobacillales bacterium SM23_46	Proteobacteria	Acidithiobacillales	root	1703385	0	0	1	0	1
Acidithiobacillales bacterium SM1_46	Proteobacteria	Acidithiobacillales	root	1703384	0	0	1	1	1
Anaerolineae bacterium SM23_ 63	Chloroflexi	root	root	1703387	0	0	0	0	0
Anaerolineae bacterium SG8_19	Chloroflexi	root	root	1703386	0	0	0	0	0
Bacteroides faecis	Bacteroidetes	Bacteroidales	Bacteroides	674529	0	0	1	1	0
Nonlabens sp. MIC269	Bacteroidetes	Flavobacteriales	Nonlabens	1476901	0	0	1	0	1
actinobacterium acAcidi	Actinobacteria	root	root	1504320	0	0	0	1	0
Ruminococcus sp. SR1/5	Firmicutes	Clostridiales	Ruminococcus	657323	1	0	0	0	0
Prolixibacter bellariivorans	Bacteroidetes	Bacteroidales	Prolixibacter	314319	0	0	0	1	0
Ureibacillus thermosphaericus	Firmicutes	Bacillales	Ureibacillus	51173	1	0	1	1	1
Hoeflea sp. 108	Proteobacteria	Rhizobiales	Hoeflea	1116369	1	1	1	1	0
Flavobacterium beibuense	Bacteroidetes	Flavobacteriales	Flavobacterium	657326	0	0	1	0	1
Citrobacter pasteurii	Proteobacteria	Enterobacteriales	Citrobacter	1563222	1	0	1	1	1
Streptomyces sp. LaPpAH-202	Actinobacteria	Streptomycetales	Streptomyces	1155716	0	1	0	0	0
Streptomyces sp. CcalMP-8W	Actinobacteria	Streptomycetales	Streptomyces	1155715	1	1	0	1	0
Streptomyces sp. LaPpAH-108	Actinobacteria	Streptomycetales	Streptomyces	1155714	1	1	0	1	0
Criblamydia sequanensis	Chlamydiae	Chlamydiales	Criblamydia	340071	0	0	0	0	1
Acinetobacter sp. ANC 4105	Proteobacteria	Pseudomonadales	Acinetobacter	1217703	0	0	1	1	1
Acinetobacter sp. NIPH 1867	Proteobacteria	Pseudomonadales	Acinetobacter	1217702	0	0	1	1	1
Acinetobacter sp. ANC 3880	Proteobacteria	Pseudomonadales	Acinetobacter	1217701	0	0	1	1	1
Acinetobacter sp. CIP 70.18	Proteobacteria	Pseudomonadales	Acinetobacter	1217700	0	0	1	1	1
Pseudonocardia sp. P1	Actinobacteria	Pseudonocardiales	Pseudonocardia	761194	0	1	0	0	0
Acinetobacter sp. NIPH 2168	Proteobacteria	Pseudomonadales	Acinetobacter	1217706	0	0	1	1	1
Acinetobacter sp. ANC 3862	Proteobacteria	Pseudomonadales	Acinetobacter	1217705	0	0	1	1	1
Acinetobacter sp. NIPH 284	Proteobacteria	Pseudomonadales	Acinetobacter	1217704	0	0	1	1	1
Hydrogenophaga intermedia	Proteobacteria	Burkholderiales	Hydrogenophaga	65786	0	0	0	1	1
Acinetobacter sp. NIPH 713	Proteobacteria	Pseudomonadales	Acinetobacter	1217709	0	0	0	1	1
Acinetobacter sp. NIPH 2100	Proteobacteria	Pseudomonadales	Acinetobacter	1217708	0	0	1	1	1
Propionibacterium sp. KPL2000	Actinobacteria	Propionibacteriales	Propionibacterium	1203629	1	1	0	1	0
Marinobacter sp. ELB17	Proteobacteria	Alteromonadales	Marinobacter	270374	0	1	1	1	1
alpha proteobacterium Q-1	Proteobacteria	root	root	1492281	0	0	1	1	0
Cellulomonas sp. A375-1	Actinobacteria	Micrococcales	Cellulomonas	1672219	0	0	0	1	0
Bacteroides dorei	Bacteroidetes	Bacteroidales	Bacteroides	357276	1	0	1	1	0
Ilumatobacter coccineus	Actinobacteria	Acidimicrobiales	Ilumatobacter	467094	0	0	0	1	0
Lactobacillus parabrevis	Firmicutes	Lactobacillales	Lactobacillus	357278	0	0	0	0	0
Ilumatobacter nonamiensis	Actinobacteria	Acidimicrobiales	Ilumatobacter	467093	0	1	0	1	0
Paenibacillus wulumuqiensis	Firmicutes	Bacillales	Paenibacillus	1567107	0	0	0	1	1
Bacteroides sp. HPS0048	Bacteroidetes	Bacteroidales	Bacteroides	1078089	0	0	1	1	0
Mycobacterium sp. MOTT36Y	Actinobacteria	Corynebacteriales	Mycobacterium	1168287	1	1	0	1	0
Chryseobacterium sp. Hurlbut01	Bacteroidetes	Flavobacteriales	Chryseobacterium	1681828	0	0	0	1	0
Citricoccus sp. CH26A	Actinobacteria	Micrococcales	Citricoccus	1045009	0	0	0	1	0
Corynebacterium auriscanis	Actinobacteria	Corynebacteriales	Corynebacterium	99807	0	0	0	0	0
Mycobacterium sp. H4Y	Actinobacteria	Corynebacteriales	Mycobacterium	1168288	1	1	0	1	0
Streptomyces sp. XY66	Actinobacteria	Streptomycetales	Streptomyces	1415563	1	1	0	0	0
Streptomyces sp. XY431	Actinobacteria	Streptomycetales	Streptomyces	1415562	1	1	0	1	0
Streptomyces sp. XY332	Actinobacteria	Streptomycetales	Streptomyces	1415561	1	1	0	1	1
Streptomyces sp. XY152	Actinobacteria	Streptomycetales	Streptomyces	1415560	1	1	0	0	0
Polaribacter sp. Hel1_85	Bacteroidetes	Flavobacteriales	Polaribacter	1250005	0	0	0	1	1
Synechococcus sp. WH 8016	Cyanobacteria	Chroococcales	Synechococcus	166318	1	0	1	1	0
Polaribacter sp. Hel_I_88	Bacteroidetes	Flavobacteriales	Polaribacter	1250006	0	0	1	0	1
Synechococcus sp. WH 8109	Cyanobacteria	Chroococcales	Synechococcus	166314	1	0	1	1	0
Rhizobium sp. IRBG74	Proteobacteria	Rhizobiales	Rhizobium	424182	1	1	1	1	0
Enterobacter sp. FY-07	Proteobacteria	Enterobacteriales	Enterobacter	1692238	1	0	1	1	1
Microbacterium sp. GCS4	Actinobacteria	Micrococcales	Microbacterium	1692239	0	0	0	1	0
Corynebacterium sp. KPL1989	Actinobacteria	Corynebacteriales	Corynebacterium	1203622	0	0	0	1	0
Opitutaceae bacterium TAV1	Verrucomicrobia	Opitutales	root	278956	0	0	0	1	1
Desulfovibrio aespoeensis	Proteobacteria	Desulfovibrionales	Desulfovibrio	182210	1	0	1	1	1
Thalassobius sp. CECT 5114	Proteobacteria	Rhodobacterales	Thalassobius	1715690	1	1	0	1	1
Thalassobius sp. CECT 5113	Proteobacteria	Rhodobacterales	Thalassobius	1715691	1	1	0	1	1
Ruegeria sp. CECT 5091	Proteobacteria	Rhodobacterales	Ruegeria	1715692	1	1	1	1	1
Calothrix sp. 336/3	Cyanobacteria	Nostocales	Calothrix	1337936	1	0	1	1	0
Xenophilus azovorans	Proteobacteria	Burkholderiales	Xenophilus	151755	0	0	0	1	1
Winogradskyella sp. PG-2	Bacteroidetes	Flavobacteriales	Winogradskyella	754409	0	0	1	0	1
Edwardsiella sp. LADL05-105	Proteobacteria	Enterobacteriales	Edwardsiella	1650654	1	0	1	0	1
Actinobacteria bacterium IMCC26256	Actinobacteria	root	root	1650658	0	0	0	1	0
Thiohalocapsa sp. ML1	Proteobacteria	Chromatiales	Thiohalocapsa	1431688	0	0	1	1	1
Halotalea alkalilenta	Proteobacteria	Oceanospirillales	Halotalea	376489	1	1	1	1	1
Candidatus Methylomirabilis oxyfera	candidate division NC10	root	Candidatus Methylomirabilis	671143	0	1	1	1	1
Curtobacterium oceanosedimentum	Actinobacteria	Micrococcales	Curtobacterium	465820	0	0	0	1	0
Legionella rubrilucens	Proteobacteria	Legionellales	Legionella	458	0	0	1	1	1
Cedecea davisae	Proteobacteria	Enterobacteriales	Cedecea	158484	0	0	1	1	1
Wolinella succinogenes	Proteobacteria	Campylobacterales	Wolinella	844	0	0	1	1	0
Prevotella loescheii	Bacteroidetes	Bacteroidales	Prevotella	840	0	0	0	1	0
Alcanivorax sp. DG881	Proteobacteria	Oceanospirillales	Alcanivorax	236097	0	0	1	1	1
Desulfovibrio magneticus	Proteobacteria	Desulfovibrionales	Desulfovibrio	184917	1	0	1	1	0
Corallococcus coralloides	Proteobacteria	Myxococcales	Corallococcus	184914	0	0	1	1	0
Acidovorax avenae	Proteobacteria	Burkholderiales	Acidovorax	80867	1	1	1	1	0
Delftia acidovorans	Proteobacteria	Burkholderiales	Delftia	80866	1	1	1	1	0
Caldilinea aerophila	Chloroflexi	Caldilineales	Caldilinea	133453	1	0	0	0	1
Enterococcus dispar	Firmicutes	Lactobacillales	Enterococcus	44009	0	0	0	0	0
Enterococcus cecorum	Firmicutes	Lactobacillales	Enterococcus	44008	0	0	0	0	0
Gordonia shandongensis	Actinobacteria	Corynebacteriales	Gordonia	376351	1	1	0	1	0
Caldicellulosiruptor saccharolyticus	Firmicutes	Thermoanaerobacterales	Caldicellulosiruptor	44001	0	0	1	0	0
Acidovorax citrulli	Proteobacteria	Burkholderiales	Acidovorax	80869	1	1	1	1	0
Lactobacillus helveticus	Firmicutes	Lactobacillales	Lactobacillus	1587	0	0	0	0	0
Streptococcus pasteurianus	Firmicutes	Lactobacillales	Streptococcus	197614	0	0	0	1	0
Thermorudis peleae	Chloroflexi	root	Thermorudis	1382356	0	0	0	0	0
Acidobacterium sp. PMMR2	Acidobacteria	Acidobacteriales	Acidobacterium	1382359	0	0	0	1	0
Arthrobacter sp. H14	Actinobacteria	Micrococcales	Arthrobacter	1312959	0	0	0	1	0
Achromobacter sp. DH1f	Proteobacteria	Burkholderiales	Achromobacter	1397275	0	0	0	0	0
Bacillus sp. H1a	Firmicutes	Bacillales	Bacillus	1397276	0	0	1	1	1
Wohlfahrtiimonas chitiniclastica	Proteobacteria	root	Wohlfahrtiimonas	400946	0	0	1	1	0
Eubacterium acidaminophilum	Firmicutes	Clostridiales	Eubacterium	1731	1	0	0	1	1
Lysobacter capsici	Proteobacteria	Xanthomonadales	Lysobacter	435897	0	0	1	0	1
Holdemanella biformis	Firmicutes	Erysipelotrichales	Holdemanella	1735	0	0	0	1	0
Herbaspirillum sp. RV1423	Proteobacteria	Burkholderiales	Herbaspirillum	1443993	1	1	0	1	0
uncultured soil bacterium	root	root	root	164851	0	0	0	0	0
Bradyrhizobium sp. AT1	Proteobacteria	Rhizobiales	Bradyrhizobium	574934	1	1	0	1	0
Thiolapillus brandeum	Proteobacteria	root	Thiolapillus	1076588	0	0	1	1	1
Domibacillus robiginosus	Firmicutes	Bacillales	Domibacillus	1071054	1	0	0	1	1
Candidatus Sodalis pierantonius	Proteobacteria	Enterobacteriales	Sodalis	1486991	0	0	0	1	1
Coprococcus sp. HPP0074	Firmicutes	Clostridiales	Coprococcus	1078090	1	0	0	1	0
Coprococcus sp. HPP0048	Firmicutes	Clostridiales	Coprococcus	1078091	1	0	0	1	0
Vibrio hepatarius	Proteobacteria	Vibrionales	Vibrio	171383	0	0	1	1	1
Streptomyces sp. PVA 94-07	Actinobacteria	Streptomycetales	Streptomyces	1223307	1	1	0	1	0
Streptomyces sp. NRRL S-87	Actinobacteria	Streptomycetales	Streptomyces	1463920	1	1	0	1	0
Streptomyces sp. NRRL S-920	Actinobacteria	Streptomycetales	Streptomyces	1463921	1	1	0	1	0
Leuconostoc pseudomesenteroides	Firmicutes	Lactobacillales	Leuconostoc	33968	0	0	0	0	0
Myxococcus hansupus	Proteobacteria	Myxococcales	Myxococcus	1297742	0	0	1	1	0
Streptomyces sp. NRRL WC-3549	Actinobacteria	Streptomycetales	Streptomyces	1463925	0	0	0	1	0
Leuconostoc citreum	Firmicutes	Lactobacillales	Leuconostoc	33964	0	0	0	0	0
Peptoniphilus harei	Firmicutes	Tissierellales	Peptoniphilus	54005	0	0	0	1	1
Lactobacillus sakei	Firmicutes	Lactobacillales	Lactobacillus	1599	0	0	0	0	0
Lactobacillus reuteri	Firmicutes	Lactobacillales	Lactobacillus	1598	1	0	0	0	0
Sphingomonas sp. DC-6	Proteobacteria	Sphingomonadales	Sphingomonas	1283312	0	0	0	0	1
Cupriavidus sp. WS	Proteobacteria	Burkholderiales	Cupriavidus	1312922	0	1	1	0	0
Staphylococcus pasteuri	Firmicutes	Bacillales	Staphylococcus	45972	0	0	0	0	1
Hoeflea sp. IMCC20628	Proteobacteria	Rhizobiales	Hoeflea	1620421	1	1	0	1	1
Selenomonas bovis	Firmicutes	Selenomonadales	Selenomonas	416586	1	0	0	1	0
Xylanimonas cellulosilytica	Actinobacteria	Micrococcales	Xylanimonas	186189	0	0	0	1	0
Pseudomonas sp. P482	Proteobacteria	Pseudomonadales	Pseudomonas	1460691	1	1	1	1	1
Gordonia desulfuricans	Actinobacteria	Corynebacteriales	Gordonia	89051	1	0	0	0	0
Streptomyces yeochonensis	Actinobacteria	Streptomycetales	Streptomyces	89050	0	0	0	1	0
Gordonia amicalis	Actinobacteria	Corynebacteriales	Gordonia	89053	1	1	1	1	0
Mesorhizobium sp. Root172	Proteobacteria	Rhizobiales	Mesorhizobium	1736481	1	0	1	1	0
Kitasatospora sp. Root187	Actinobacteria	Streptomycetales	Kitasatospora	1736486	1	1	0	1	0
Noviherbaspirillum sp. Root189	Proteobacteria	Burkholderiales	Noviherbaspirillum	1736487	0	0	1	1	0
Terrabacter sp. Root181	Actinobacteria	Micrococcales	Terrabacter	1736484	1	1	0	1	1
Flavobacterium sp. Root186	Bacteroidetes	Flavobacteriales	Flavobacterium	1736485	0	1	1	1	1
Lactobacillus acidipiscis	Firmicutes	Lactobacillales	Lactobacillus	89059	0	0	0	0	0
Nocardioides sp. Root190	Actinobacteria	Propionibacteriales	Nocardioides	1736488	1	1	1	1	0
Duganella sp. Root198D2	Proteobacteria	Burkholderiales	Duganella	1736489	1	1	1	1	0
Staphylococcus sp. TE8	Firmicutes	Bacillales	Staphylococcus	1472720	0	0	0	0	1
Streptomyces auratus	Actinobacteria	Streptomycetales	Streptomyces	114687	1	1	1	1	0
Chryseobacterium oranimense	Bacteroidetes	Flavobacteriales	Chryseobacterium	421058	0	0	1	1	0
Hydrogenophaga sp. Root209	Proteobacteria	Burkholderiales	Hydrogenophaga	1736490	0	0	1	1	0
Ensifer sp. Root127	Proteobacteria	Rhizobiales	Ensifer	1736440	1	1	0	1	0
Novosphingobium pentaromativorans	Proteobacteria	Sphingomonadales	Novosphingobium	205844	1	1	1	0	0
Acinetobacter sp. CIP 102136	Proteobacteria	Pseudomonadales	Acinetobacter	1144665	0	0	1	1	1
Acinetobacter sp. CIP 102129	Proteobacteria	Pseudomonadales	Acinetobacter	1144664	0	0	1	1	1
Dethiosulfovibrio peptidovorans	Synergistetes	Synergistales	Dethiosulfovibrio	47055	1	1	0	0	0
Acinetobacter sp. CIP 102143	Proteobacteria	Pseudomonadales	Acinetobacter	1144666	0	0	1	1	1
Acinetobacter sp. CIP 101934	Proteobacteria	Pseudomonadales	Acinetobacter	1144661	0	0	1	1	1
Leptotrichia sp. oral taxon 215	Fusobacteria	Fusobacteriales	Leptotrichia	712359	1	0	0	0	0
Acinetobacter sp. CIP 102082	Proteobacteria	Pseudomonadales	Acinetobacter	1144663	0	0	1	1	1
Acinetobacter sp. CIP 101966	Proteobacteria	Pseudomonadales	Acinetobacter	1144662	0	0	1	1	1
Leptotrichia sp. oral taxon 212	Fusobacteria	Fusobacteriales	Leptotrichia	712357	1	0	0	0	0
Acinetobacter sp. CIP 102637	Proteobacteria	Pseudomonadales	Acinetobacter	1144669	0	0	1	1	1
Acinetobacter sp. CIP 102529	Proteobacteria	Pseudomonadales	Acinetobacter	1144668	0	0	1	1	1
Neisseria polysaccharea	Proteobacteria	Neisseriales	Neisseria	489	0	0	0	1	0
Neisseria mucosa	Proteobacteria	Neisseriales	Neisseria	488	0	0	0	1	0
Neisseria meningitidis	Proteobacteria	Neisseriales	Neisseria	487	0	0	1	1	0
Neisseria lactamica	Proteobacteria	Neisseriales	Neisseria	486	0	0	1	1	0
Neisseria gonorrhoeae	Proteobacteria	Neisseriales	Neisseria	485	0	0	1	1	0
Neisseria flavescens	Proteobacteria	Neisseriales	Neisseria	484	0	0	1	1	0
Moraxella catarrhalis	Proteobacteria	Pseudomonadales	Moraxella	480	0	0	1	1	1
Butyrivibrio sp. XPD2006	Firmicutes	Clostridiales	Butyrivibrio	1280668	1	0	0	0	0
Dorea sp. AGR2135	Firmicutes	Clostridiales	Dorea	1280669	1	0	0	1	0
Butyrivibrio sp. VCD2006	Firmicutes	Clostridiales	Butyrivibrio	1280664	0	0	0	0	0
Butyrivibrio sp. XPD2002	Firmicutes	Clostridiales	Butyrivibrio	1280665	0	0	0	0	0
Butyrivibrio sp. AE3009	Firmicutes	Clostridiales	Butyrivibrio	1280666	1	0	0	0	0
Butyrivibrio sp. VCB2001	Firmicutes	Clostridiales	Butyrivibrio	1280667	1	0	0	0	0
Butyrivibrio sp. AE2015	Firmicutes	Clostridiales	Butyrivibrio	1280663	1	0	0	0	0
Mastigocladopsis repens	Cyanobacteria	Stigonematales	Mastigocladopsis	221287	1	0	1	1	1
bacterium JGI-3	root	root	root	1643430	0	0	0	1	0
bacterium JGI-4	root	root	root	1643431	0	0	0	1	0
Streptomyces sp. NTK 937	Actinobacteria	Streptomycetales	Streptomyces	1487711	1	0	0	1	0
Sulfobacillus acidophilus TPY	Firmicutes	Clostridiales	Sulfobacillus	1051632	1	1	1	1	1
Photorhabdus temperata	Proteobacteria	Enterobacteriales	Photorhabdus	574560	1	0	1	1	1
Veillonella montpellierensis	Firmicutes	Selenomonadales	Veillonella	187328	1	0	0	0	0
Nostoc piscinale CENA21	Cyanobacteria	Nostocales	Nostoc	224013	1	0	1	0	0
Bifidobacterium reuteri	Actinobacteria	Bifidobacteriales	Bifidobacterium	983706	0	0	0	0	0
bacterium endosymbiont of Mortierella elongata FMR23-6	Proteobacteria	Burkholderiales	root	1562701	0	0	1	1	0
Cellvibrio sp. pealriver	Proteobacteria	Cellvibrionales	Cellvibrio	1622269	0	0	1	1	1
Rhizobium sullae	Proteobacteria	Rhizobiales	Rhizobium	50338	1	1	1	1	0
Delftia sp. 670	Proteobacteria	Burkholderiales	Delftia	1537702	0	0	0	0	0
Tenacibaculum dicentrarchi	Bacteroidetes	Flavobacteriales	Tenacibaculum	669041	1	1	1	0	1
Corynebacterium striatum	Actinobacteria	Corynebacteriales	Corynebacterium	43770	0	0	1	1	0
Corynebacterium urealyticum	Actinobacteria	Corynebacteriales	Corynebacterium	43771	0	1	0	1	0
Epilithonimonas sp. FH1	Bacteroidetes	Flavobacteriales	Epilithonimonas	1233951	0	0	0	1	0
Paenibacillus daejeonensis	Firmicutes	Bacillales	Paenibacillus	135193	0	0	0	1	1
Burkholderia jiangsuensis	Proteobacteria	Burkholderiales	Burkholderia	1458357	1	1	1	1	0
Sulfitobacter sp. CB2047	Proteobacteria	Rhodobacterales	Sulfitobacter	1525218	1	1	0	0	1
Corynebacterium camporealensis	Actinobacteria	Corynebacteriales	Corynebacterium	161896	0	0	0	1	0
Halocynthiibacter arcticus	Proteobacteria	Rhodobacterales	Halocynthiibacter	1579316	0	1	0	0	1
Alicyclobacillus acidoterrestris	Firmicutes	Bacillales	Alicyclobacillus	1450	1	1	0	1	1
Rubrivivax gelatinosus	Proteobacteria	Burkholderiales	Rubrivivax	28068	1	1	0	1	1
Pelodictyon luteolum	Chlorobi	Chlorobiales	Pelodictyon	1100	0	1	1	1	0
Delftia sp. Cs1-4	Proteobacteria	Burkholderiales	Delftia	742013	1	1	1	1	0
Burkholderia dilworthii	Proteobacteria	Burkholderiales	Burkholderia	948106	1	1	1	1	0
Burkholderia sprentiae	Proteobacteria	Burkholderiales	Burkholderia	948107	1	1	1	1	0
Candidatus Bartonella ancashi	Proteobacteria	Rhizobiales	Bartonella	1318743	0	0	0	0	0
Actinomyces sp. MS2	Actinobacteria	Actinomycetales	Actinomyces	1325934	0	0	0	0	1
Nocardioides alkalitolerans	Actinobacteria	Propionibacteriales	Nocardioides	281714	1	1	0	1	1
Clostridium polynesiense	Firmicutes	Clostridiales	Clostridium	1325933	0	1	0	0	0
Desulfovibrio piger	Proteobacteria	Desulfovibrionales	Desulfovibrio	901	1	0	1	1	0
Megasphaera elsdenii	Firmicutes	Selenomonadales	Megasphaera	907	1	0	0	1	0
Acidaminococcus fermentans	Firmicutes	Selenomonadales	Acidaminococcus	905	0	0	0	1	0
Anaerobiospirillum succiniciproducens	Proteobacteria	Aeromonadales	Anaerobiospirillum	13335	0	0	0	1	0
Sporosarcina globispora	Firmicutes	Bacillales	Sporosarcina	1459	1	0	1	1	1
Thiothrix disciformis	Proteobacteria	Thiotrichales	Thiothrix	125614	0	0	1	1	1
Blautia sp. GD8	Firmicutes	Clostridiales	Blautia	1737424	0	0	0	1	1
Bathymodiolus azoricus thioautotrophic gill symbiont	Proteobacteria	root	root	235205	0	0	1	1	1
Bacillus sp. A053	Firmicutes	Bacillales	Bacillus	1590027	0	0	1	1	1
Firmicutes bacterium CAG:124	Firmicutes	root	root	1263002	1	0	0	0	0
Firmicutes bacterium CAG:114	Firmicutes	root	root	1263001	1	0	0	0	0
Firmicutes bacterium CAG:110	Firmicutes	root	root	1263000	1	0	0	0	0
Firmicutes bacterium CAG:170	Firmicutes	root	root	1263006	0	0	0	0	0
Firmicutes bacterium CAG:137	Firmicutes	root	root	1263004	1	0	0	0	0
Streptomyces sp. HCCB10043	Actinobacteria	Streptomycetales	Streptomyces	1396518	0	1	0	1	0
Firmicutes bacterium CAG:194	Firmicutes	root	root	1263008	1	0	0	0	0
Streptomyces sp. 142MFCol3.1	Actinobacteria	Streptomycetales	Streptomyces	1172179	1	1	0	1	0
Cetobacterium somerae	Fusobacteria	Fusobacteriales	Cetobacterium	188913	1	0	1	0	0
gamma proteobacterium HdN1	Proteobacteria	root	root	83406	1	1	1	1	1
Eubacterium sp. 3_1_31	Firmicutes	Clostridiales	Eubacterium	457402	0	0	0	0	0
Aliihoeflea sp. 2WW	Proteobacteria	Rhizobiales	Aliihoeflea	1381123	0	0	0	0	0
Bacillus muralis	Firmicutes	Bacillales	Bacillus	264697	0	0	1	1	1
Burkholderia sp. MSMB1078WGS	Proteobacteria	Burkholderiales	Burkholderia	1637900	1	1	1	1	0
Paenibacillus stellifer	Firmicutes	Bacillales	Paenibacillus	169760	0	0	0	1	1
Elizabethkingia anophelis	Bacteroidetes	Flavobacteriales	Elizabethkingia	1117645	0	0	1	1	0
Rhizobiales bacterium YIM 77505	Proteobacteria	Rhizobiales	root	1411123	0	0	0	0	1
Mycobacterium wolinskyi	Actinobacteria	Corynebacteriales	Mycobacterium	59750	1	1	1	1	0
Pseudomonas sp. EpSL25	Proteobacteria	Pseudomonadales	Pseudomonas	1749078	1	1	1	1	1
Brucella sp. NF 2653	Proteobacteria	Rhizobiales	Brucella	693748	1	1	1	0	0
Burkholderia thailandensis	Proteobacteria	Burkholderiales	Burkholderia	57975	1	1	1	1	0
Betaproteobacteria bacterium MOLA814	Proteobacteria	root	root	1408164	0	0	0	1	1
Pseudomonas moraviensis	Proteobacteria	Pseudomonadales	Pseudomonas	321662	1	0	0	0	1
Staphylococcus vitulinus	Firmicutes	Bacillales	Staphylococcus	71237	0	0	0	0	1
Stappia stellulata	Proteobacteria	Rhodobacterales	Stappia	71235	1	1	0	1	1
Anoxybacillus gonensis	Firmicutes	Bacillales	Anoxybacillus	198467	1	0	1	1	1
Devosia epidermidihirudinis	Proteobacteria	Rhizobiales	Devosia	1293439	1	0	0	1	1
Pseudomonas sp. 655	Proteobacteria	Pseudomonadales	Pseudomonas	1705718	1	1	1	1	1
Sphingomonas sp. Ant H11	Proteobacteria	Sphingomonadales	Sphingomonas	1564113	0	1	0	0	0
Nitriliruptor alkaliphilus	Actinobacteria	Nitriliruptorales	Nitriliruptor	427918	1	0	0	1	0
Rhodococcus sp. B7740	Actinobacteria	Corynebacteriales	Rhodococcus	1564114	1	1	1	1	0
Xanthomonas sp. Nyagatare	Proteobacteria	Xanthomonadales	Xanthomonas	1552758	0	0	1	0	0
Rhizobium grahamii	Proteobacteria	Rhizobiales	Rhizobium	1120045	1	1	1	1	0
Candidatus Kuenenia stuttgartiensis	Planctomycetes	Candidatus Brocadiales	Candidatus Kuenenia	174633	1	1	1	1	1
Pantoea sp. GM01	Proteobacteria	Enterobacteriales	Pantoea	1144320	0	0	1	1	1
Corynebacterium ammoniagenes	Actinobacteria	Corynebacteriales	Corynebacterium	1697	0	0	0	1	0
Pseudomonas sp. GM16	Proteobacteria	Pseudomonadales	Pseudomonas	1144322	1	1	1	1	1
Bacillus sp. FJAT-22090	Firmicutes	Bacillales	Bacillus	1581038	0	0	0	0	1
Bifidobacterium magnum	Actinobacteria	Bifidobacteriales	Bifidobacterium	1692	0	0	0	0	0
Pseudomonas sp. GM21	Proteobacteria	Pseudomonadales	Pseudomonas	1144325	1	1	1	1	1
Pseudomonas sp. GM24	Proteobacteria	Pseudomonadales	Pseudomonas	1144326	1	1	1	1	1
Pseudomonas sp. GM25	Proteobacteria	Pseudomonadales	Pseudomonas	1144327	1	1	1	1	1
Pseudomonas sp. GM30	Proteobacteria	Pseudomonadales	Pseudomonas	1144328	1	1	1	1	1
